8.21332e+08 2.54064 0.3 0 0 2.98778e+08 2.55158 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.89762e+10 0.5 0 1.8 0.075 2.1 8.12296e+06 1 1 3 19.6628 0 0.00885873 0.0146839 0.00879424 0.00703412 -0.00576342 -0.00122762 0.0012149 6.63702e+10 5.67565e+11 8.19302e+11 224.765 1.30846e+12 15.1463 8.36726 231.464 593.91 0.00197295 1599.13 2
9.04102e+08 2.53356 0.3 0 0 1.0582e+08 3.46751 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.3555e+10 0.5 0 1.8 0.075 2.1 1.25819e+07 1 1 3 16.1709 0 0.00874937 0.014889 0.00665878 0.0074002 -0.00203004 -0.00328668 -0.000346874 6.48065e+10 5.74291e+11 8.07655e+11 220.55 1.23617e+12 17.9978 8.24303 236.554 596.995 0.00211392 1604.37 2
1.02236e+09 2.33616 0.3 0 0 8.38779e+07 4.0076 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.02401e+11 0.5 0 1.8 0.075 2.1 6.98817e+06 1 1 3 22.5792 0 0.00789147 0.0137487 0.00843877 0.00658205 -0.000788504 0.000366424 0.00189867 6.4669e+10 6.40998e+11 9.50128e+11 241.694 1.62687e+12 14.2675 8.14013 230.524 630.827 0.00203701 1605.81 18
8.85355e+08 2.57584 0.3 0 0 2.33514e+08 2.80259 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.0123e+10 0.5 0 1.8 0.075 2.1 6.47555e+06 1 1 3 24.1074 0 0.00962614 0.0145077 0.00708085 0.00654604 -0.00389736 -0.0016913 0.00118918 6.84726e+10 6.79765e+11 1.01802e+12 249.983 1.80014e+12 13.8408 8.28136 235.864 650.038 0.00214528 1605.8 3
8.65433e+08 2.7488 0.3 0 0 1.40734e+08 3.7272 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.04241e+11 0.5 0 1.8 0.075 2.1 9.8326e+06 1 1 3 16.5643 0 0.00823814 0.0144188 0.00711391 0.00663453 -0.00310338 -0.00210232 0.0016864 7.4683e+10 4.9427e+11 6.88642e+11 206.516 1.01503e+12 16.3341 8.22528 233.718 562.629 0.0023528 1606.08 24
1.03968e+09 2.40505 0.3 0 0 1.06457e+08 3.9553 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.28835e+10 0.5 0 1.8 0.075 2.1 8.14967e+06 1 1 3 17.9081 0 0.00954157 0.0155555 0.00667292 0.00697895 -0.00327997 -0.00409412 -0.000216118 6.8538e+10 4.8031e+11 6.782e+11 206.467 1.01424e+12 15.1665 7.9593 226.446 555.67 0.00222798 1600.43 3
7.6196e+08 2.65693 0.3 0 0 2.35481e+08 2.85691 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.00206e+11 0.5 0 1.8 0.075 2.1 9.3307e+06 1 1 3 18.623 0 0.00740842 0.0152935 0.00716816 0.00725739 -0.00162856 -0.00205245 0.00172221 6.68212e+10 5.79595e+11 8.30605e+11 225.133 1.31499e+12 16.0004 8.38178 233.444 599.179 0.00204209 1602.43 3
8.72756e+08 2.75574 0.3 0 0 1.42378e+08 3.63932 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 9.08186e+10 0.5 0 1.8 0.075 2.1 8.93929e+06 1 1 3 18.5632 0 0.00866496 0.0119786 0.0076163 0.00746802 -0.00266013 -0.000982345 0.00383003 7.35938e+10 5.6149e+11 7.99961e+11 221.331 1.24947e+12 15.7315 8.28494 235.993 594.589 0.00234029 1604.03 5
9.81975e+08 2.32852 0.3 0 0 1.13051e+08 3.38166 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 8.93395e+10 0.5 0 1.8 0.075 2.1 1.19576e+07 1 1 3 16.6744 0 0.00898503 0.0138145 0.00633078 0.00635577 -0.00046971 -0.00313501 0.000856724 6.15446e+10 5.79231e+11 8.19789e+11 222.472 1.26876e+12 17.6416 8.19153 233.84 598.322 0.00198796 1604.21 24
6.79343e+08 2.82344 0.3 0 0 2.31801e+08 2.95513 0.9 0 0 5.31319e+07 7 -0.085 4 0 2.17995e+09 1.5 -0.045 12 0 1.04699e+11 0.5 0 1.8 0.075 2.1 1.57622e+07 1 1 3 13.1445 0 0.00840569 0.0120149 0.00728025 0.00756561 -0.00334771 -0.00176854 0.00192219 6.80997e+10 4.71197e+11 6.38877e+11 198.064 8.9539e+11 19.6559 8.22844 233.67 548.871 0.00219013 1603.15 5
